;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_100_;edit_distance_dict_101_;edit_distance_dict_102_;edit_distance_dict_103_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_100_;edit_distance_unique_dict_101_;edit_distance_unique_dict_102_;edit_distance_unique_dict_103_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
198;401;345;1924;7;12;0;124;1.7099494097807757;648;0;0;0;0;11;0;0;0;0;0;0;0;0;0;464;246;141;100;57;15;0;95;2;10;648;0;0;0;0;11;0;0;0;0;0;0;0;0;0;464;246;141;100;57;15;0;95;2;103;985;375;192;130;0;832;0;126;97;0.0;0;2001-09-16 16:33:12;1000657992;7;9
199;930;748;3694;2;14;0;101;1.7603673810186473;1179;0;0;0;0;15;17;7;0;0;0;0;0;0;0;1203;352;318;85;159;87;15;123;33;12;1179;0;0;0;0;15;17;7;0;0;0;0;0;0;0;1203;352;318;85;159;87;15;123;33;74;2274;959;185;92;3;1184;0;79;44;0.0008121277747698972;1;2001-09-16 16:38:12;1000658292;2;9
200;155;144;1075;7;11;0;61;0.9316582914572864;503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;134;65;23;4;5;2;7;0;8;503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;134;65;23;4;5;2;7;0;74;434;331;95;71;0;595;0;89;33;0.0;0;2001-09-16 16:43:12;1000658592;7;10
201;921;899;4635;7;14;0;155;1.4924852973208451;1629;0;0;0;0;2;18;4;0;0;0;0;0;0;0;1430;647;360;97;257;34;25;62;26;12;1629;0;0;0;0;2;18;4;0;0;0;0;0;0;0;1430;647;360;97;257;34;25;62;26;192;2648;1205;391;44;1;1373;0;231;148;0.0002157497303128371;1;2001-09-16 16:48:12;1000658892;3;9
202;272;322;1758;4;16;0;105;1.2545454545454546;660;0;0;0;0;0;0;0;0;1;0;0;0;0;0;386;305;101;77;34;13;12;6;0;14;660;0;0;0;0;0;0;0;0;1;0;0;0;0;0;386;305;101;77;34;13;12;6;0;112;775;395;208;114;1;858;0;121;27;0.0005688282138794084;1;2001-09-16 16:53:12;1000659192;4;9
203;768;789;3575;5;15;0;92;1.5104934770277936;1251;0;0;0;0;12;4;9;0;0;0;0;0;0;0;1196;388;247;104;119;111;20;61;4;12;1251;0;0;0;0;12;4;9;0;0;0;0;0;0;0;1196;388;247;104;119;111;20;61;4;107;2062;1008;257;47;0;1147;0;156;56;0.0;0;2001-09-16 16:58:12;1000659492;5;10
204;627;560;3082;4;16;0;146;1.7626174730247128;1229;0;0;0;0;1;29;9;0;0;0;0;0;0;0;553;244;374;114;173;18;25;76;28;12;1229;0;0;0;0;1;29;9;0;0;0;0;0;0;0;553;244;374;114;173;18;25;76;28;131;1426;880;290;174;7;1276;0;229;135;0.0022712524334847503;1;2001-09-16 17:03:12;1000659792;4;9
205;575;692;3826;4;14;0;139;1.2872666480913904;1444;0;0;0;0;9;4;7;0;0;0;0;0;0;0;1209;405;216;51;80;84;17;59;4;12;1444;0;0;0;0;9;4;7;0;0;0;0;0;0;0;1209;405;216;51;80;84;17;59;4;138;2046;1098;168;178;4;1285;0;141;48;0.0010454783063251437;1;2001-09-16 17:08:12;1000660092;4;8
206;471;1117;3619;3;14;0;69;1.5899029126213593;638;0;0;0;0;4;11;0;0;0;0;0;0;0;0;1081;362;150;45;255;7;7;3;12;11;638;0;0;0;0;4;11;0;0;0;0;0;0;0;0;1081;362;150;45;255;7;7;3;12;126;1847;395;138;1040;15;843;0;93;49;0.004144791378833932;1;2001-09-16 17:13:12;1000660392;3;10
207;960;849;4339;4;14;0;120;1.6013056092843327;1185;0;0;0;0;0;29;4;0;0;0;0;0;0;0;1499;612;333;160;167;65;20;29;33;12;1185;0;0;0;0;0;29;4;0;0;0;0;0;0;0;1499;612;333;160;167;65;20;29;33;74;2461;945;536;188;0;1191;0;173;70;0.0;0;2001-09-16 17:18:12;1000660692;4;8
208;545;498;2632;5;16;0;217;1.4102564102564104;1043;0;0;0;0;0;11;0;0;0;0;0;0;0;0;754;246;238;52;164;9;6;34;17;11;1043;0;0;0;0;0;11;0;0;0;0;0;0;0;0;754;246;238;52;164;9;6;34;17;129;1398;635;195;53;0;1119;0;103;45;0.0;0;2001-09-16 17:23:12;1000660992;5;10
209;1031;939;4293;2;16;0;147;1.8809240295308407;1339;0;0;0;0;26;22;34;2;0;0;0;0;0;0;1104;640;449;129;272;51;35;60;36;13;1339;0;0;0;0;26;22;34;2;0;0;0;0;0;0;1104;640;449;129;272;51;35;60;36;93;2423;1045;491;89;1;1353;0;68;103;0.00023293733985557886;1;2001-09-16 17:28:12;1000661292;2;12
210;432;415;4143;4;12;0;197;0.9225618631732169;1584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1101;448;177;52;40;17;3;7;6;9;1584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1101;448;177;52;40;17;3;7;6;167;1675;1152;244;697;3;1425;2;202;36;0.0007239382239382239;1;2001-09-16 17:33:12;1000661592;4;10
211;611;711;3515;4;14;0;113;1.4415509259259258;1283;0;0;0;0;10;8;3;0;0;0;0;0;0;0;1062;537;197;48;173;37;35;60;3;12;1283;0;0;0;0;10;8;3;0;0;0;0;0;0;0;1062;537;197;48;173;37;35;60;3;78;1812;1050;403;48;7;1250;0;52;38;0.001991465149359886;1;2001-09-16 17:38:12;1000661892;4;10
212;486;515;2398;2;14;0;100;1.5038167938931297;846;0;0;0;0;0;11;1;0;0;0;0;0;0;0;650;201;236;109;107;19;18;16;13;12;846;0;0;0;0;0;11;1;0;0;0;0;0;0;0;650;201;236;109;107;19;18;16;13;107;1234;586;200;141;7;1085;0;85;71;0.0029190992493744786;1;2001-09-16 17:43:12;1000662192;2;14
213;857;805;4295;5;14;0;619;1.2984255725190839;1680;0;0;0;0;11;5;7;0;0;0;0;0;0;0;1320;597;231;67;78;111;22;58;5;12;1680;0;0;0;0;11;5;7;0;0;0;0;0;0;0;1320;597;231;67;78;111;22;58;5;163;2413;862;135;76;9;1189;0;149;49;0.0020954598370197903;1;2001-09-16 17:48:12;1000662492;5;11
214;379;248;1702;11;17;0;77;1.5247883917775091;691;0;0;0;0;9;16;1;0;1;1;0;0;0;0;415;195;151;40;94;3;7;10;20;15;691;0;0;0;0;9;16;1;0;1;1;0;0;0;0;415;195;151;40;94;3;7;10;20;106;855;447;169;48;0;690;0;127;18;0.0;0;2001-09-16 17:53:12;1000662792;7;12
215;635;777;3215;3;17;0;72;2.045774647887324;865;0;0;0;0;25;26;8;4;0;0;0;0;0;0;933;447;274;113;256;31;43;52;47;13;865;0;0;0;0;25;26;8;4;0;0;0;0;0;0;933;447;274;113;256;31;43;52;47;62;1933;701;356;87;0;1062;0;117;46;0.0;0;2001-09-16 17:58:12;1000663092;3;11
216;997;820;4031;4;17;0;93;1.6806366047745358;1177;0;0;0;0;7;38;4;1;0;0;0;0;0;0;1371;328;407;88;133;105;19;69;23;13;1177;0;0;0;0;7;38;4;1;0;0;0;0;0;0;1371;328;407;88;133;105;19;69;23;98;2398;944;237;254;6;1151;0;139;61;0.0014884644008930786;1;2001-09-16 18:03:12;1000663392;4;11
217;721;664;3746;5;14;0;211;1.5168146354587033;1457;0;0;0;0;0;14;4;0;0;0;0;0;0;0;1041;398;317;89;269;33;32;42;21;12;1457;0;0;0;0;0;14;4;0;0;0;0;0;0;0;1041;398;317;89;269;33;32;42;21;123;1851;1051;481;21;0;1183;0;210;98;0.0;0;2001-09-16 18:08:12;1000663692;5;8
218;442;401;2804;5;14;0;378;1.0819672131147542;1260;0;0;0;0;0;4;0;0;0;0;0;0;0;0;656;325;215;75;36;19;16;16;1;11;1260;0;0;0;0;0;4;0;0;0;0;0;0;0;0;656;325;215;75;36;19;16;16;1;91;1203;739;212;173;0;1034;0;143;46;0.0;0;2001-09-16 18:13:12;1000663992;5;9
219;656;752;2982;2;14;0;110;2.055632823365786;805;0;0;0;0;10;11;0;0;0;0;0;0;0;0;760;414;256;120;249;174;51;25;1;11;805;0;0;0;0;10;11;0;0;0;0;0;0;0;0;760;414;256;120;249;174;51;25;1;85;1684;562;435;97;2;1185;0;66;42;0.0006706908115358819;1;2001-09-16 18:18:12;1000664292;2;9
220;455;491;2723;5;14;0;203;1.2986656200941915;1132;0;0;0;0;0;11;0;0;0;0;0;0;0;0;684;236;242;58;130;8;9;29;9;11;1132;0;0;0;0;0;11;0;0;0;0;0;0;0;0;684;236;242;58;130;8;9;29;9;132;1270;722;221;132;0;974;0;105;48;0.0;0;2001-09-16 18:23:12;1000664592;5;9
221;471;488;2786;4;14;0;153;1.409642988590357;1135;0;0;0;0;14;7;4;0;0;0;0;0;0;0;715;346;224;65;120;30;18;31;8;12;1135;0;0;0;0;14;7;4;0;0;0;0;0;0;0;715;346;224;65;120;30;18;31;8;87;1234;860;383;63;0;1026;0;123;33;0.0;0;2001-09-16 18:28:12;1000664892;4;9
222;543;574;2692;3;14;0;175;1.65224171539961;953;0;0;0;0;1;12;0;0;0;0;0;0;0;0;661;341;221;106;141;29;32;49;19;11;953;0;0;0;0;1;12;0;0;0;0;0;0;0;0;661;341;221;106;141;29;32;49;19;112;1431;611;236;98;0;981;0;237;53;0.0;0;2001-09-16 18:33:12;1000665192;3;9
223;549;494;4584;4;16;0;179;1.3661971830985915;1254;0;0;0;0;12;4;11;0;0;0;0;0;0;0;860;390;251;53;132;34;17;28;7;12;1254;0;0;0;0;12;4;11;0;0;0;0;0;0;0;860;390;251;53;132;34;17;28;7;149;1409;872;444;1530;14;1144;0;78;31;0.0030541012216404886;1;2001-09-16 18:38:12;1000665492;4;11
224;477;1166;5824;3;19;0;630;1.0662182047508935;2358;0;0;0;0;3;12;1;0;1;0;0;0;0;0;1264;531;295;49;151;8;15;52;17;14;2358;0;0;0;0;3;12;1;0;1;0;0;0;0;0;1264;531;295;49;151;8;15;52;17;74;2296;1609;148;1065;5;1259;0;186;74;0.0008585164835164835;1;2001-09-16 18:43:12;1000665792;3;12
225;721;623;3602;2;16;0;74;1.6310063463281959;918;0;0;0;0;10;6;27;0;0;0;0;0;0;0;1284;452;297;69;52;124;21;40;9;12;918;0;0;0;0;10;6;27;0;0;0;0;0;0;0;1284;452;297;69;52;124;21;40;9;111;2199;693;232;293;0;973;0;159;92;0.0;0;2001-09-16 18:48:12;1000666092;2;10
226;544;574;3118;5;16;0;159;1.4886591060707137;1051;0;0;0;0;1;15;1;0;0;0;0;0;0;0;773;580;321;64;132;8;9;34;9;12;1051;0;0;0;0;1;15;1;0;0;0;0;0;0;0;773;580;321;64;132;8;9;34;9;84;1854;773;128;113;3;1012;0;98;46;0.0009621552277100705;1;2001-09-16 18:53:12;1000666392;5;12
227;617;511;2909;4;13;0;106;1.5795539033457249;905;0;0;0;0;0;11;0;0;0;0;0;0;0;0;756;474;226;48;178;33;18;29;12;11;905;0;0;0;0;0;11;0;0;0;0;0;0;0;0;756;474;226;48;178;33;18;29;12;95;1418;660;411;219;0;995;0;104;44;0.0;0;2001-09-16 18:58:12;1000666692;4;10
228;970;749;4837;3;14;0;209;1.464175196381814;1582;0;0;0;0;1;11;0;0;0;0;0;0;0;0;995;680;533;151;167;5;24;39;13;11;1582;0;0;0;0;1;11;0;0;0;0;0;0;0;0;995;680;533;151;167;5;24;39;13;71;2437;1215;269;604;0;1343;0;97;107;0.0;0;2001-09-16 19:03:12;1000666992;3;9
229;604;535;2097;5;16;0;180;1.9835411471321696;514;0;0;0;0;15;19;6;6;0;2;0;0;0;0;613;338;231;55;138;5;11;29;23;15;514;0;0;0;0;15;19;6;6;0;2;0;0;0;0;613;338;231;55;138;5;11;29;23;69;1377;234;145;79;2;861;0;70;87;0.0009537434430138292;1;2001-09-16 19:08:12;1000667292;5;9
230;2767;1854;20106;5;15;0;3424;1.2627198917456022;5724;0;0;0;0;11;32;7;0;0;0;0;0;0;0;4615;2127;1218;301;385;214;30;73;43;12;5724;0;0;0;0;11;32;7;0;0;0;0;0;0;0;4615;2127;1218;301;385;214;30;73;43;61;8518;2131;646;5152;402;6026;8;439;66;0.019994031632348554;1;2001-09-16 19:13:12;1000667592;5;10
231;568;469;2703;5;14;0;186;1.594743036484896;1002;0;0;0;0;9;0;7;0;0;0;0;0;0;0;519;435;235;93;158;32;32;24;3;12;1002;0;0;0;0;9;0;7;0;0;0;0;0;0;0;519;435;235;93;158;32;32;24;3;90;1182;691;400;150;1;1214;0;132;53;0.0003699593044765076;1;2001-09-16 19:18:12;1000667892;5;10
232;1073;759;4718;5;16;0;378;1.644944896981313;1422;0;0;0;0;7;17;1;0;0;0;0;0;0;0;1177;553;443;113;304;42;24;46;25;12;1422;0;0;0;0;7;17;1;0;0;0;0;0;0;0;1177;553;443;113;304;42;24;46;25;101;2590;888;217;537;1;1391;0;189;92;0.000211954217888936;1;2001-09-16 19:23:12;1000668192;5;10
233;605;804;4054;8;21;0;237;1.5647501343363783;1506;0;0;0;0;29;9;4;0;0;0;0;2;3;2;959;534;237;115;144;47;46;26;59;19;1506;0;0;0;0;29;9;4;0;0;0;0;2;3;2;959;534;237;115;144;47;46;26;59;112;1674;1104;595;289;3;1249;0;153;100;0.0007400098667982239;1;2001-09-16 19:28:12;1000668492;5;10
234;1569;812;4596;4;20;0;157;1.691572159217256;1217;0;0;0;0;13;17;0;0;0;0;0;3;1;0;1664;585;400;98;370;45;20;41;23;18;1217;0;0;0;0;13;17;0;0;0;0;0;3;1;0;1664;585;400;98;370;45;20;41;23;96;3177;930;137;89;1;1264;0;314;72;0.0002175805047867711;1;2001-09-16 19:33:12;1000668792;4;10
235;360;1195;2737;3;12;0;206;1.5801941747572816;626;0;0;0;0;5;4;0;0;0;0;0;0;0;0;1070;412;125;27;261;30;10;2;3;11;626;0;0;0;0;5;4;0;0;0;0;0;0;0;0;1070;412;125;27;261;30;10;2;3;74;1661;308;326;148;12;915;0;96;24;0.004384362440628425;1;2001-09-16 19:38:12;1000669092;3;8
236;978;953;4863;3;14;0;107;1.3994985374007523;1538;0;0;0;0;15;24;0;0;0;0;0;0;0;0;1887;585;376;69;177;5;14;54;42;11;1538;0;0;0;0;15;24;0;0;0;0;0;0;0;0;1887;585;376;69;177;5;14;54;42;110;3039;1276;254;67;4;1357;0;225;71;0.0008225375282747275;1;2001-09-16 19:43:12;1000669392;3;9
237;262;293;1849;4;12;0;100;0.8805384183959618;803;0;0;0;0;3;3;0;0;0;0;0;0;0;0;623;233;79;23;10;4;1;1;0;11;803;0;0;0;0;3;3;0;0;0;0;0;0;0;0;623;233;79;23;10;4;1;1;0;96;835;567;185;66;0;895;0;78;30;0.0;0;2001-09-16 19:48:12;1000669692;4;9
238;1356;1324;6143;8;14;0;215;1.8452687618066288;1728;0;0;0;0;0;28;8;0;0;0;0;0;0;0;1648;919;522;188;520;78;49;89;46;12;1728;0;0;0;0;0;28;8;0;0;0;0;0;0;0;1648;919;522;188;520;78;49;89;46;89;3296;1367;856;256;0;1711;0;135;87;0.0;0;2001-09-16 19:53:12;1000669992;6;12
239;244;350;2695;3;15;0;180;0.9290271132376395;1332;0;0;0;0;8;0;1;0;0;0;0;0;0;0;680;220;118;66;33;23;19;8;0;12;1332;0;0;0;0;8;0;1;0;0;0;0;0;0;0;680;220;118;66;33;23;19;8;0;92;1008;1026;202;164;2;1061;0;112;50;0.0007421150278293135;1;2001-09-16 19:58:12;1000670292;3;9
240;1048;820;5433;12;15;0;135;1.557341442224153;1700;0;0;0;0;1;20;4;0;0;0;0;0;0;0;1147;785;378;153;276;37;22;56;25;12;1700;0;0;0;0;1;20;4;0;0;0;0;0;0;0;1147;785;378;153;276;37;22;56;25;76;2474;1388;531;745;1;1255;0;177;48;0.00018406037180195104;1;2001-09-16 20:03:12;1000670592;4;10
241;705;470;2933;4;15;0;176;1.5481535119478638;896;0;0;0;0;3;6;6;0;0;0;0;0;0;0;386;1078;230;74;21;14;8;25;15;12;896;0;0;0;0;3;6;6;0;0;0;0;0;0;0;386;1078;230;74;21;14;8;25;15;144;1650;517;275;152;0;913;0;228;31;0.0;0;2001-09-16 20:08:12;1000670892;4;10
242;1069;1028;4434;4;14;0;120;1.8398715301674695;1523;0;0;0;0;4;18;4;0;0;0;0;0;0;0;1181;377;383;295;257;158;61;72;26;12;1523;0;0;0;0;4;18;4;0;0;0;0;0;0;0;1181;377;383;295;257;158;61;72;26;150;2346;1210;533;34;0;1238;0;69;32;0.0;0;2001-09-16 20:13:12;1000671192;3;8
243;737;377;3562;4;15;0;242;1.362718907687741;1332;0;0;0;0;6;1;0;0;0;0;0;0;0;0;496;998;312;152;30;6;11;4;21;11;1332;0;0;0;0;6;1;0;0;0;0;0;0;0;0;496;998;312;152;30;6;11;4;21;113;1761;878;375;191;1;1011;0;105;12;0.00028074115665356543;1;2001-09-16 20:18:12;1000671492;4;10
244;1096;1269;5968;4;16;0;212;1.7042725988700564;2052;0;0;0;0;30;22;4;3;0;0;0;0;0;0;1492;800;470;145;352;86;59;88;61;13;2052;0;0;0;0;30;22;4;3;0;0;0;0;0;0;1492;800;470;145;352;86;59;88;61;194;3040;1532;686;295;6;1481;0;206;56;0.0010053619302949062;1;2001-09-16 20:23:12;1000671792;4;11
245;483;512;2462;6;13;0;189;1.6563453990405583;845;0;0;0;0;2;3;0;0;0;0;0;0;0;0;523;376;211;112;91;40;42;32;16;11;845;0;0;0;0;2;3;0;0;0;0;0;0;0;0;523;376;211;112;91;40;42;32;16;113;1118;501;372;141;0;897;0;128;42;0.0;0;2001-09-16 20:28:12;1000672092;6;9
246;837;877;4406;4;17;0;186;1.591763865746251;1531;0;0;0;0;19;26;10;4;0;0;0;0;0;0;1254;511;379;70;256;33;23;58;27;13;1531;0;0;0;0;19;26;10;4;0;0;0;0;0;0;1254;511;379;70;256;33;23;58;27;113;2280;1178;444;199;0;1443;0;116;88;0.0;0;2001-09-16 20:33:12;1000672392;4;10
247;329;438;2193;4;17;0;102;1.7266009852216748;820;0;0;0;0;10;8;1;2;0;0;0;0;0;0;539;265;91;62;71;26;16;5;114;13;820;0;0;0;0;10;8;1;2;0;0;0;0;0;0;539;265;91;62;71;26;16;5;114;80;1086;599;163;152;0;1015;0;114;53;0.0;0;2001-09-16 20:38:12;1000672692;4;11
248;1082;1046;5017;3;16;0;143;1.6984995944849959;1558;0;0;0;0;9;17;9;0;0;0;0;0;0;0;1673;614;343;118;332;59;42;140;18;12;1558;0;0;0;0;9;17;9;0;0;0;0;0;0;0;1673;614;343;118;332;59;42;140;18;79;2910;1302;498;83;4;1434;0;133;58;0.0007972892166633447;1;2001-09-16 20:43:12;1000672992;3;11
249;260;166;1271;4;18;0;106;1.1653094462540716;519;0;0;0;0;2;3;1;0;0;0;0;0;0;0;370;193;74;23;13;4;7;13;6;12;519;0;0;0;0;2;3;1;0;0;0;0;0;0;0;370;193;74;23;13;4;7;13;6;90;573;282;177;34;1;778;15;83;10;0.0007867820613690008;1;2001-09-16 20:48:12;1000673292;4;10
250;868;764;3996;8;17;0;113;1.5144523326572008;1481;0;0;0;0;8;16;4;2;0;0;0;0;0;0;1164;491;320;65;263;40;20;48;22;13;1481;0;0;0;0;8;16;4;2;0;0;0;0;0;0;1164;491;320;65;263;40;20;48;22;94;2104;1219;414;40;0;1197;0;107;93;0.0;0;2001-09-16 20:53:12;1000673592;5;11
251;554;472;2534;6;15;0;141;1.7169394073418842;865;0;0;0;0;5;7;2;0;0;0;0;0;0;0;569;268;156;94;109;90;76;15;5;12;865;0;0;0;0;5;7;2;0;0;0;0;0;0;0;569;268;156;94;109;90;76;15;5;128;1220;541;231;270;0;1424;0;113;75;0.0;0;2001-09-16 20:58:12;1000673892;6;12
252;1156;1051;4820;6;15;0;95;1.864637746990688;1401;0;0;0;0;12;19;11;0;0;0;0;0;0;0;1296;434;439;241;247;166;44;72;21;12;1401;0;0;0;0;12;19;11;0;0;0;0;0;0;0;1296;434;439;241;247;166;44;72;21;84;2553;1181;490;415;0;1335;0;110;72;0.0;0;2001-09-16 21:03:12;1000674192;4;9
253;293;477;2040;4;17;0;105;1.3645556146886642;764;0;0;0;0;2;5;1;1;0;0;0;0;0;0;482;309;90;111;62;38;5;4;5;13;764;0;0;0;0;2;5;1;1;0;0;0;0;0;0;482;309;90;111;62;38;5;4;5;122;816;495;341;129;0;950;0;82;32;0.0;0;2001-09-16 21:08:12;1000674492;4;9
254;962;1065;4622;5;17;0;123;1.606168182826714;1642;0;0;0;0;11;22;2;0;0;0;0;0;0;0;1183;501;633;117;264;31;22;60;19;12;1642;0;0;0;0;11;22;2;0;0;0;0;0;0;0;1183;501;633;117;264;31;22;60;19;111;2499;1360;414;111;1;1267;0;109;49;0.00021635655560363478;1;2001-09-16 21:13:12;1000674792;5;10
255;296;272;1410;4;17;0;84;2.2231947483588623;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;254;53;20;11;5;6;4;208;9;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;254;53;20;11;5;6;4;208;64;713;362;148;34;0;655;0;96;17;0.0;0;2001-09-16 21:18:12;1000675092;4;9
256;2068;1343;7853;5;15;0;337;1.7127782596126049;2061;0;0;0;0;36;26;35;1;0;0;0;4;6;0;2183;1011;802;198;362;66;46;66;15;18;2061;0;0;0;0;36;26;35;1;0;0;0;4;6;0;2183;1011;802;198;362;66;46;66;15;112;4626;1570;273;908;10;1825;0;270;315;0.0012733987011333248;1;2001-09-16 21:23:12;1000675392;5;10
257;692;897;3652;3;18;0;260;1.4758321273516644;1262;0;0;0;0;3;0;1;1;0;0;0;0;0;0;744;724;354;172;109;55;17;9;4;13;1262;0;0;0;0;3;0;1;1;0;0;0;0;0;0;744;724;354;172;109;55;17;9;4;145;1754;766;530;185;0;1242;0;171;206;0.0;0;2001-09-16 21:28:12;1000675692;3;14
258;923;867;4446;6;14;0;149;1.5054041353383458;1630;0;0;0;0;10;19;3;1;0;0;0;0;0;0;1261;417;444;75;235;67;19;63;12;13;1630;0;0;0;0;10;19;3;1;0;0;0;0;0;0;1261;417;444;75;235;67;19;63;12;70;2476;1365;196;174;0;1482;0;76;50;0.0;0;2001-09-16 21:33:12;1000675992;3;8
259;303;267;1610;3;15;0;123;1.0616531165311653;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;247;93;21;28;5;8;3;0;8;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;247;93;21;28;5;8;3;0;109;744;345;155;126;0;908;0;111;30;0.0;0;2001-09-16 21:38:12;1000676292;3;10
260;1047;1003;4616;4;15;0;76;1.7613735783027122;1337;0;0;0;0;3;19;6;0;0;0;0;0;0;0;1526;666;361;84;316;59;55;114;26;12;1337;0;0;0;0;3;19;6;0;0;0;0;0;0;0;1526;666;361;84;316;59;55;114;26;61;2763;1157;515;44;6;1327;0;151;64;0.0012998266897746968;1;2001-09-16 21:43:12;1000676592;4;9
261;485;363;2184;6;12;0;229;1.2387986213687838;822;0;0;0;0;2;0;0;0;0;0;0;0;0;0;493;381;225;46;27;15;7;9;4;10;822;0;0;0;0;2;0;0;0;0;0;0;0;0;0;493;381;225;46;27;15;7;9;4;131;1036;374;261;143;6;849;0;173;11;0.0027472527472527475;1;2001-09-16 21:48:12;1000676892;6;11
262;1012;908;4585;7;14;0;247;1.5417607223476297;1709;0;0;0;0;9;19;3;0;0;0;0;0;0;0;1194;484;444;158;276;32;32;57;13;12;1709;0;0;0;0;9;19;3;0;0;0;0;0;0;0;1194;484;444;158;276;32;32;57;13;104;2545;1285;249;153;0;1441;0;85;54;0.0;0;2001-09-16 21:53:12;1000677192;7;11
263;471;576;2556;3;11;0;157;1.3316831683168318;925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477;662;201;49;43;60;5;0;2;9;925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477;662;201;49;43;60;5;0;2;131;1376;560;200;60;0;814;0;105;12;0.0;0;2001-09-16 21:58:12;1000677492;3;9
264;780;726;3948;3;14;0;145;1.4454045561665358;1537;0;0;0;0;0;22;0;0;0;0;0;0;0;0;1121;385;325;64;248;13;18;62;24;11;1537;0;0;0;0;0;22;0;0;0;0;0;0;0;0;1121;385;325;64;248;13;18;62;24;102;2185;1239;148;124;2;1309;0;130;38;0.0005065856129685917;1;2001-09-16 22:03:12;1000677792;3;11
265;333;355;1747;3;17;0;121;1.4728915662650603;681;0;0;0;0;1;0;1;0;0;0;0;0;0;0;363;298;94;76;68;32;28;12;6;12;681;0;0;0;0;1;0;1;0;0;0;0;0;0;0;363;298;94;76;68;32;28;12;6;116;845;373;205;62;2;925;0;223;30;0.0011448196908986834;1;2001-09-16 22:08:12;1000678092;3;10
266;1214;1102;5335;4;15;0;200;1.5744979919678714;1813;0;0;0;0;20;32;5;0;0;0;0;0;0;0;1419;743;446;100;176;70;27;64;65;12;1813;0;0;0;0;20;32;5;0;0;0;0;0;0;0;1419;743;446;100;176;70;27;64;65;247;2937;1296;300;93;4;1382;0;252;47;0.0007497656982193065;1;2001-09-16 22:13:12;1000678392;4;12
267;338;258;1786;6;18;0;175;1.114066193853428;783;0;0;0;0;4;1;1;2;0;0;0;0;0;0;459;242;101;33;29;14;6;6;11;13;783;0;0;0;0;4;1;1;2;0;0;0;0;0;0;459;242;101;33;29;14;6;6;11;260;786;284;187;79;0;739;0;242;40;0.0;0;2001-09-16 22:18:12;1000678692;6;12
268;826;797;4030;3;15;0;124;1.7236001022756329;1275;0;0;0;0;13;24;1;0;0;0;0;0;0;0;1205;466;385;81;296;38;34;64;29;12;1275;0;0;0;0;13;24;1;0;0;0;0;0;0;0;1205;466;385;81;296;38;34;64;29;121;2249;972;445;101;3;1458;0;108;42;0.0007444168734491315;1;2001-09-16 22:23:12;1000678992;3;10
269;500;556;2387;3;14;0;84;1.6498436802143814;816;0;0;0;0;17;10;1;0;1;0;0;0;0;0;509;379;263;92;44;50;26;17;14;14;816;0;0;0;0;17;10;1;0;1;0;0;0;0;0;509;379;263;92;44;50;26;17;14;112;1196;556;291;128;0;1043;0;123;122;0.0;0;2001-09-16 22:28:12;1000679292;3;9
270;987;923;4528;3;14;0;233;1.524326770762616;1520;0;0;0;0;9;15;7;0;0;0;0;0;0;0;1433;577;372;114;182;96;16;62;16;12;1520;0;0;0;0;9;15;7;0;0;0;0;0;0;0;1433;577;372;114;182;96;16;62;16;100;2700;1136;250;83;0;1395;0;191;58;0.0;0;2001-09-16 22:33:12;1000679592;3;10
