,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_11_,edit_distance_dict_12_,edit_distance_dict_13_,edit_distance_dict_14_,edit_distance_dict_15_,edit_distance_dict_16_,edit_distance_dict_17_,edit_distance_dict_18_,edit_distance_dict_19_,edit_distance_dict_1_,edit_distance_dict_20_,edit_distance_dict_21_,edit_distance_dict_22_,edit_distance_dict_23_,edit_distance_dict_24_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_11_,edit_distance_unique_dict_12_,edit_distance_unique_dict_13_,edit_distance_unique_dict_14_,edit_distance_unique_dict_15_,edit_distance_unique_dict_16_,edit_distance_unique_dict_17_,edit_distance_unique_dict_18_,edit_distance_unique_dict_19_,edit_distance_unique_dict_1_,edit_distance_unique_dict_20_,edit_distance_unique_dict_21_,edit_distance_unique_dict_22_,edit_distance_unique_dict_23_,edit_distance_unique_dict_24_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,unique_as_path_avg,unique_as_path_max,class
205,249,397,1364,7,10,111,1.8158379374,201,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,178,228,84,30,10,4,1,0,8,201,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,178,228,84,30,10,4,1,0,48,781,27,119,206,21,332,0,34,4,0.0153958944,2,2001-07-14 17:14:11,6,9,0
206,352,403,1187,5,14,177,2.0940465919,236,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,193,396,110,21,10,3,3,2,9,236,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,193,396,110,21,10,3,3,2,44,858,13,67,22,5,234,0,34,3,0.0042122999,2,2001-07-14 17:19:11,4,8,0
207,174,191,654,4,11,37,2.0068027211,128,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,150,36,71,48,9,8,0,0,7,128,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,150,36,71,48,9,8,0,0,71,401,13,66,46,14,207,0,51,0,0.0214067278,2,2001-07-14 17:24:11,4,10,0
208,159,75,471,5,16,6,2.2049861496,59,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,75,22,44,6,37,1,4,0,8,59,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,75,22,44,6,37,1,4,0,42,237,6,70,108,6,154,0,39,3,0.0127388535,1,2001-07-14 17:29:11,5,11,0
209,517,416,1191,6,10,2,1.9074074074,180,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,121,218,81,21,6,48,1,0,8,180,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,121,218,81,21,6,48,1,0,177,718,0,237,26,14,164,0,36,2,0.0117548279,2,2001-07-14 17:34:11,5,9,0
210,122,178,516,14,15,36,1.9936440678,116,0,1,4,0,0,0,0,0,0,0,111,0,0,0,0,0,67,88,67,7,8,2,1,0,12,116,0,1,4,0,0,0,0,0,0,0,111,0,0,0,0,0,67,88,67,7,8,2,1,0,24,275,38,99,16,8,199,0,40,0,0.015503876,2,2001-07-14 17:39:11,6,10,0
211,701,425,2287,6,17,254,1.5716552089,468,1,4,15,4,4,0,0,0,0,0,729,0,0,0,0,0,308,195,132,16,13,2,0,0,14,468,1,4,15,4,4,0,0,0,0,0,729,0,0,0,0,0,308,195,132,16,13,2,0,0,65,1229,97,246,361,19,472,0,65,4,0.0083005679,2,2001-07-14 17:44:11,5,9,0
212,122,181,766,6,14,39,1.8148148148,140,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,233,59,45,4,22,8,0,1,9,140,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,233,59,45,4,22,8,0,1,50,455,49,55,107,25,324,0,40,3,0.0326370757,2,2001-07-14 17:49:11,6,8,0
213,230,225,905,11,12,20,2.3439412485,98,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,206,119,32,41,12,46,20,2,9,98,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,206,119,32,41,12,46,20,2,47,622,20,108,73,5,278,0,42,2,0.0055248619,1,2001-07-14 17:54:11,5,9,0
214,40,68,237,5,12,25,1.6571428571,70,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,33,16,11,5,5,7,1,2,9,70,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,33,16,11,5,5,7,1,2,33,121,8,23,26,8,140,0,37,1,0.0337552743,1,2001-07-14 17:59:11,5,8,0
215,216,140,597,7,15,38,2.472168906,114,8,1,1,0,0,0,0,0,0,0,115,0,0,0,0,0,94,85,16,23,26,20,10,8,12,114,8,1,1,0,0,0,0,0,0,0,115,0,0,0,0,0,94,85,16,23,26,20,10,8,44,344,23,72,58,11,249,0,53,2,0.0184254606,2,2001-07-14 18:04:11,5,11,0
216,117,377,980,9,14,31,1.9470013947,136,3,4,0,0,0,0,0,0,0,0,227,0,0,0,0,0,159,58,96,12,4,11,5,2,11,136,3,4,0,0,0,0,0,0,0,0,227,0,0,0,0,0,159,58,96,12,4,11,5,2,59,477,25,125,207,16,205,0,54,3,0.0163265306,1,2001-07-14 18:09:11,8,13,0
217,141,222,624,6,15,22,1.6956521739,76,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,155,49,24,19,9,5,0,0,7,76,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,155,49,24,19,9,5,0,0,33,342,14,164,38,6,222,0,53,0,0.0096153846,1,2001-07-14 18:14:11,6,10,0
218,145,149,515,4,15,9,2.455465587,60,4,6,6,0,0,0,0,0,0,0,198,0,0,0,0,0,80,63,18,13,15,7,4,20,12,60,4,6,6,0,0,0,0,0,0,0,198,0,0,0,0,0,80,63,18,13,15,7,4,20,41,357,8,79,21,1,219,0,57,0,0.0019417476,1,2001-07-14 18:19:11,4,10,0
219,118,94,386,4,13,38,2.4540229885,91,9,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,69,40,44,7,13,20,2,1,10,91,9,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,69,40,44,7,13,20,2,1,34,226,18,32,37,6,189,0,32,3,0.0155440415,1,2001-07-14 18:24:11,4,9,0
220,165,123,413,4,13,16,2.5175202156,55,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,107,49,56,32,7,10,2,1,9,55,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,107,49,56,32,7,10,2,1,25,264,11,55,41,0,162,0,41,4,0,0,2001-07-14 18:29:11,4,9,0
221,206,187,788,4,12,50,1.9227696405,99,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,167,60,74,43,15,6,0,0,7,99,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,167,60,74,43,15,6,0,0,29,559,16,97,37,17,253,0,23,0,0.0215736041,2,2001-07-14 18:34:11,4,9,0
222,167,164,686,7,12,66,1.7244897959,165,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,120,56,30,32,12,10,3,0,8,165,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,120,56,30,32,12,10,3,0,48,385,32,57,93,13,253,0,58,14,0.0189504373,2,2001-07-14 18:39:11,4,10,0
223,145,138,751,7,13,154,1.3088235294,303,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,123,83,19,21,1,0,2,8,9,303,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,123,83,19,21,1,0,2,8,129,287,15,95,38,12,243,0,50,9,0.0159786951,2,2001-07-14 18:44:11,7,10,0
224,223,245,853,5,13,111,2.3970189702,167,4,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,125,116,49,32,51,16,21,4,10,167,4,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,125,116,49,32,51,16,21,4,42,487,12,86,106,28,316,0,38,17,0.0328253224,2,2001-07-14 18:49:11,5,11,0
225,123,180,557,8,12,38,2.1857142857,117,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,114,72,17,37,29,16,0,0,7,117,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,114,72,17,37,29,16,0,0,44,329,29,50,35,6,245,0,37,19,0.0107719928,2,2001-07-14 18:54:11,5,8,0
226,61,90,324,1,11,17,1.8965517241,64,0,1,1,0,1,0,0,0,0,0,67,0,0,0,0,0,85,40,14,9,4,2,1,1,14,64,0,1,1,0,1,0,0,0,0,0,67,0,0,0,0,0,85,40,14,9,4,2,1,1,24,175,19,55,24,5,204,0,44,2,0.0154320988,1,2001-07-14 18:59:11,1,10,0
227,177,131,438,4,11,13,2.6698337292,53,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,59,40,154,25,11,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,59,40,154,25,11,0,0,0,28,323,7,50,11,4,168,0,47,3,0.0091324201,1,2001-07-14 19:04:11,4,11,0
228,68,128,401,8,11,49,1.6919060052,149,4,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,69,41,15,18,9,6,3,1,10,149,4,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,69,41,15,18,9,6,3,1,37,172,37,88,9,9,209,0,41,3,0.0224438903,2,2001-07-14 19:09:11,8,9,0
229,101,113,443,5,11,21,1.7948717949,94,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,76,30,23,8,10,16,3,0,8,94,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,76,30,23,8,10,16,3,0,54,233,13,69,44,4,180,0,47,28,0.0090293454,1,2001-07-14 19:14:11,5,10,0
230,99,124,565,5,16,154,1.4611111111,234,0,2,0,1,0,0,0,0,0,0,99,0,0,0,0,0,101,36,29,16,11,7,2,2,13,234,0,2,0,1,0,0,0,0,0,0,99,0,0,0,0,0,101,36,29,16,11,7,2,2,29,254,28,75,20,6,215,0,64,4,0.010619469,1,2001-07-14 19:19:11,5,9,0
231,331,317,3553,5,12,149,1.7196765499,235,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,575,280,112,20,37,12,3,1,9,235,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,575,280,112,20,37,12,3,1,41,1935,35,66,1297,236,970,0,45,1,0.0664227413,1,2001-07-14 19:24:11,5,11,0
232,131,141,462,5,15,9,2.289532294,90,0,0,8,0,0,0,0,0,0,0,66,0,0,0,0,0,159,53,33,12,5,18,4,1,12,90,0,0,8,0,0,0,0,0,0,0,66,0,0,0,0,0,159,53,33,12,5,18,4,1,42,264,35,99,9,3,217,0,32,1,0.0064935065,1,2001-07-14 19:29:11,4,9,0
233,123,106,432,8,14,10,1.9580052493,102,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,54,25,22,43,9,8,0,4,9,102,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,54,25,22,43,9,8,0,4,47,250,36,38,43,15,196,0,30,1,0.0346420323,2,2001-07-14 19:34:11,8,11,0
234,111,139,712,5,14,87,1.2507836991,215,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,108,24,17,17,8,5,2,2,9,215,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,108,24,17,17,8,5,2,2,36,397,60,58,66,4,251,0,25,0,0.0055788006,1,2001-07-14 19:39:11,5,9,0
235,63,182,499,2,11,17,2.0257611241,87,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,66,92,34,19,11,7,0,0,7,87,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,66,92,34,19,11,7,0,0,45,256,23,86,69,1,164,0,47,1,0.001996008,1,2001-07-14 19:44:11,2,8,0
236,195,206,1160,9,13,47,1.3546099291,239,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,254,46,35,4,12,2,0,0,7,239,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,254,46,35,4,12,2,0,0,53,489,96,161,180,77,480,0,66,4,0.0663221361,2,2001-07-14 19:49:11,6,9,0
237,391,237,1369,6,12,54,1.6966475879,230,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,198,291,30,10,12,10,4,3,9,230,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,198,291,30,10,12,10,4,3,60,938,110,61,145,21,451,0,56,6,0.015339664,2,2001-07-14 19:54:11,6,9,0
238,399,321,1159,3,12,26,2.3848484848,199,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,227,133,203,82,13,4,5,2,9,199,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,227,133,203,82,13,4,5,2,55,728,76,105,129,18,355,0,52,6,0.0155306299,2,2001-07-14 19:59:11,3,10,0
239,103,132,523,4,13,10,1.8068181818,159,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,100,35,34,6,19,17,3,0,8,159,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,100,35,34,6,19,17,3,0,111,215,35,69,75,15,200,0,44,2,0.0286259542,1,2001-07-14 20:04:11,4,9,0
240,279,111,774,5,12,25,1.885359116,180,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,151,119,27,36,15,11,6,3,9,180,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,151,119,27,36,15,11,6,3,87,444,55,113,33,3,280,0,52,6,0.0038709677,1,2001-07-14 20:09:11,5,12,0
241,124,215,589,3,14,53,2.1592128801,149,5,5,0,0,0,0,0,0,0,0,96,0,0,0,0,0,104,121,41,11,3,4,10,10,11,149,5,5,0,0,0,0,0,0,0,0,96,0,0,0,0,0,104,121,41,11,3,4,10,10,50,332,34,90,22,6,259,0,34,0,0.0101867572,2,2001-07-14 20:14:11,3,9,0
242,165,232,766,8,15,51,1.7903225806,146,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,142,111,38,10,6,4,0,8,9,146,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,142,111,38,10,6,4,0,8,71,434,18,46,145,9,262,0,57,0,0.0117493473,2,2001-07-14 20:19:11,5,9,0
243,173,131,601,4,14,150,1.2140410959,223,0,1,0,0,0,0,0,0,0,0,168,0,0,0,0,0,95,71,16,4,1,4,0,1,11,223,0,1,0,0,0,0,0,0,0,0,168,0,0,0,0,0,95,71,16,4,1,4,0,1,48,303,16,67,14,3,192,0,18,0,0.0049916805,1,2001-07-14 20:24:11,4,9,0
244,124,169,545,3,14,11,1.8172268908,84,0,1,0,0,0,0,0,0,0,0,138,0,0,0,0,0,115,94,33,2,4,3,1,1,11,84,0,1,0,0,0,0,0,0,0,0,138,0,0,0,0,0,115,94,33,2,4,3,1,1,55,358,10,42,61,8,221,0,34,2,0.0146788991,2,2001-07-14 20:29:11,3,8,0
245,116,76,391,11,13,23,1.8395415473,104,0,1,1,0,1,0,0,0,0,0,53,0,0,0,0,0,103,32,36,7,7,3,1,0,14,104,0,1,1,0,1,0,0,0,0,0,53,0,0,0,0,0,103,32,36,7,7,3,1,0,41,223,32,30,34,14,220,0,34,0,0.0358056266,2,2001-07-14 20:34:11,5,9,0
246,101,181,517,8,17,43,1.6851851852,170,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,84,35,93,8,4,3,0,0,7,170,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,84,35,93,8,4,3,0,0,64,159,48,172,19,7,184,0,28,0,0.0135396518,1,2001-07-14 20:39:11,6,10,0
247,243,83,1134,4,15,11,1.4758522727,153,0,0,1,0,0,0,0,0,0,0,233,0,0,0,0,0,229,43,30,7,5,2,1,0,12,153,0,0,1,0,0,0,0,0,0,0,233,0,0,0,0,0,229,43,30,7,5,2,1,0,40,515,100,38,425,67,291,1,47,3,0.0590828924,2,2001-07-14 20:44:11,4,9,0
248,222,412,1178,5,15,43,2.0136852395,104,0,5,0,0,0,0,0,0,0,0,377,0,0,0,0,0,173,256,60,36,2,4,0,6,11,104,0,5,0,0,0,0,0,0,0,0,377,0,0,0,0,0,173,256,60,36,2,4,0,6,24,828,32,96,152,21,384,0,60,25,0.0178117048,1,2001-07-14 20:49:11,4,11,0
249,196,112,756,4,13,112,1.581100141,231,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,101,117,17,15,13,6,0,12,9,231,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,101,117,17,15,13,6,0,12,110,425,6,56,17,12,354,0,23,1,0.0158730159,2,2001-07-14 20:54:11,4,9,0
250,402,222,1240,5,16,23,2.2099236641,82,6,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,318,117,98,58,3,18,1,11,10,82,6,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,318,117,98,58,3,18,1,11,32,888,18,87,166,44,619,0,75,10,0.035455278,2,2001-07-14 20:59:11,3,9,0
251,293,253,913,3,14,25,2.3956043956,110,0,12,0,0,0,0,0,0,0,0,183,0,0,0,0,0,160,214,78,24,22,8,7,1,11,110,0,12,0,0,0,0,0,0,0,0,183,0,0,0,0,0,160,214,78,24,22,8,7,1,55,536,14,189,70,21,325,0,88,2,0.0230010953,3,2001-07-14 21:04:11,3,9,0
252,991,516,2024,5,13,37,1.8181818182,394,1,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,749,267,132,28,12,18,3,2,10,394,1,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,749,267,132,28,12,18,3,2,298,1381,46,207,22,14,342,0,77,6,0.0069135802,1,2001-07-14 21:09:11,5,9,0
253,572,318,1201,4,13,42,2.2838654012,149,1,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,326,102,259,25,25,11,2,2,10,149,1,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,326,102,259,25,25,11,2,2,61,788,31,237,28,7,324,0,73,7,0.0058236273,1,2001-07-14 21:14:11,4,10,0
254,94,126,437,7,10,50,1.7252475248,134,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,81,42,23,14,4,17,1,1,9,134,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,81,42,23,14,4,17,1,1,51,187,16,100,17,3,202,0,37,2,0.0068649886,1,2001-07-14 21:19:11,7,8,0
255,273,388,1137,5,18,71,2.1406672678,213,0,0,0,1,0,0,0,0,0,0,237,0,0,0,0,0,211,245,112,43,32,10,3,2,13,213,0,0,0,1,0,0,0,0,0,0,237,0,0,0,0,0,211,245,112,43,32,10,3,2,64,627,69,278,20,17,432,0,76,9,0.0149516271,2,2001-07-14 21:24:11,5,10,0
256,321,212,701,4,11,18,2.1459537572,88,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,268,110,33,11,23,4,9,6,9,88,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,268,110,33,11,23,4,9,6,50,508,18,98,7,4,183,0,64,2,0.0057061341,1,2001-07-14 21:29:11,4,8,0
257,320,95,760,4,16,33,1.8632138114,100,0,0,0,2,0,0,0,0,0,0,291,0,0,0,0,0,140,128,63,17,1,9,2,0,13,100,0,0,0,2,0,0,0,0,0,0,291,0,0,0,0,0,140,128,63,17,1,9,2,0,44,598,17,61,6,4,246,0,68,0,0.0052631579,1,2001-07-14 21:34:11,4,9,0
258,141,703,1282,3,14,55,2.2648253452,133,8,4,0,0,0,0,0,0,0,0,365,0,0,0,0,0,254,245,140,37,29,3,1,12,11,133,8,4,0,0,0,0,0,0,0,0,365,0,0,0,0,0,254,245,140,37,29,3,1,12,51,726,18,381,45,13,363,0,73,3,0.0101404056,1,2001-07-14 21:39:11,3,8,0
259,85,259,596,3,14,9,1.9567567568,142,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,162,91,26,30,14,4,3,2,9,142,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,162,91,26,30,14,4,3,2,80,290,40,136,22,7,219,0,35,1,0.0117449664,1,2001-07-14 21:44:11,3,10,0
260,85,111,329,7,14,23,1.907120743,75,3,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,90,35,13,9,11,3,1,2,11,75,3,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,90,35,13,9,11,3,1,2,39,169,8,84,2,1,155,0,33,0,0.0030395137,1,2001-07-14 21:49:11,5,8,0
261,106,111,427,8,14,33,1.4814814815,138,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,70,46,24,8,4,4,1,2,9,138,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,70,46,24,8,4,4,1,2,54,211,32,75,13,4,190,0,32,0,0.0093676815,1,2001-07-14 21:54:11,7,9,0
262,520,501,1279,5,11,9,2.1192368839,88,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,260,380,112,15,7,4,3,0,8,88,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,260,380,112,15,7,4,3,0,59,1026,13,151,12,4,195,0,76,4,0.0031274433,1,2001-07-14 21:59:11,5,10,0
263,119,179,612,5,13,32,2.0652173913,101,0,0,0,2,0,0,0,0,0,0,167,0,0,0,0,0,90,72,74,22,23,1,0,0,13,101,0,0,0,2,0,0,0,0,0,0,167,0,0,0,0,0,90,72,74,22,23,1,0,0,44,398,19,59,54,25,292,0,53,0,0.0408496732,2,2001-07-14 22:04:11,5,9,0
264,407,288,1045,5,15,82,2.266798419,154,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,269,132,87,4,104,2,10,3,9,154,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,269,132,87,4,104,2,10,3,48,756,21,105,27,10,342,0,84,4,0.009569378,2,2001-07-14 22:09:11,5,10,0
265,226,206,738,2,13,51,2.0733944954,164,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,108,74,37,39,39,1,10,9,9,164,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,108,74,37,39,39,1,10,9,65,444,43,51,73,25,290,0,73,4,0.0338753388,2,2001-07-14 22:14:11,2,9,0
266,181,227,987,7,12,17,1.4721141375,211,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,137,92,14,8,5,0,13,8,9,211,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,137,92,14,8,5,0,13,8,61,496,82,115,167,36,301,0,50,79,0.0364741641,2,2001-07-14 22:19:11,7,8,0
267,153,173,797,5,14,52,1.4570259209,251,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,177,115,24,6,1,5,0,6,9,251,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,177,115,24,6,1,5,0,6,81,452,105,43,30,11,220,2,30,38,0.0138017566,1,2001-07-14 22:24:11,5,9,0
268,262,286,1042,6,13,56,1.932112069,214,4,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,182,140,77,26,9,17,5,8,10,214,4,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,182,140,77,26,9,17,5,8,105,573,48,146,107,17,284,0,59,11,0.0163147793,2,2001-07-14 22:29:11,3,10,0
269,464,408,1056,6,13,9,1.8925143954,70,0,1,0,0,0,0,0,0,0,0,457,0,0,0,0,0,280,41,172,7,8,1,2,3,11,70,0,1,0,0,0,0,0,0,0,0,457,0,0,0,0,0,280,41,172,7,8,1,2,3,30,834,25,144,10,2,195,0,78,4,0.0018939394,1,2001-07-14 22:34:11,6,11,0
270,238,217,724,4,13,23,1.9070146819,78,0,4,0,0,0,0,0,0,0,0,201,0,0,0,0,0,165,113,27,10,10,4,0,1,11,78,0,4,0,0,0,0,0,0,0,0,201,0,0,0,0,0,165,113,27,10,10,4,0,1,21,427,31,111,107,15,202,0,50,5,0.020718232,3,2001-07-14 22:39:11,4,9,0
271,116,225,848,6,13,76,1.5863453815,281,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,268,57,14,42,13,9,0,1,9,281,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,268,57,14,42,13,9,0,1,187,405,13,66,89,8,216,0,38,6,0.0094339623,1,2001-07-14 22:44:11,6,10,0
272,101,86,317,12,12,24,1.5308219178,71,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,72,33,19,2,1,3,0,0,7,71,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,72,33,19,2,1,3,0,0,19,194,18,37,16,10,197,0,27,1,0.0315457413,2,2001-07-14 22:49:11,9,9,0
273,177,143,866,5,16,108,1.3821039903,170,1,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,201,49,20,10,7,6,1,0,10,170,1,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,201,49,20,10,7,6,1,0,27,615,27,50,36,15,388,0,66,37,0.0173210162,2,2001-07-14 22:54:11,5,11,0
274,495,520,1768,4,13,36,1.7018890201,310,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,701,305,27,7,10,1,1,2,9,310,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,701,305,27,7,10,1,1,2,227,1331,39,61,57,13,351,0,101,10,0.0073529412,2,2001-07-14 22:59:11,4,10,0
275,151,72,441,8,16,13,2.0229357798,65,0,0,1,0,0,0,0,0,0,0,129,0,0,0,0,0,83,91,41,21,4,0,0,1,12,65,0,0,1,0,0,0,0,0,0,0,129,0,0,0,0,0,83,91,41,21,4,0,0,1,43,272,6,102,3,4,210,0,51,1,0.0090702948,1,2001-07-14 23:04:11,8,10,0
276,542,251,1505,4,19,116,1.9846650525,307,2,1,0,0,0,0,0,0,0,0,261,0,0,0,0,0,254,162,183,24,14,17,8,6,11,307,2,1,0,0,0,0,0,0,0,0,261,0,0,0,0,0,254,162,183,24,14,17,8,6,131,858,48,86,236,79,517,0,55,3,0.0524916944,2,2001-07-14 23:09:11,3,12,0
277,179,329,842,3,14,101,2.4395465995,225,3,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,84,144,106,58,12,16,25,11,10,225,3,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,84,144,106,58,12,16,25,11,77,425,40,151,33,11,388,0,94,5,0.013064133,1,2001-07-14 23:14:11,3,10,0
278,196,224,1002,5,14,73,1.5213154689,353,0,1,0,0,0,0,0,0,0,0,175,0,0,0,0,0,122,30,91,3,2,23,12,9,11,353,0,1,0,0,0,0,0,0,0,0,175,0,0,0,0,0,122,30,91,3,2,23,12,9,73,430,131,114,146,8,351,4,75,3,0.0079840319,1,2001-07-14 23:19:11,5,9,0
279,69,75,433,5,12,8,1.7886178862,94,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,89,80,13,13,9,0,0,0,6,94,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,89,80,13,13,9,0,0,0,54,230,22,55,61,15,218,2,13,0,0.0346420323,2,2001-07-14 23:24:11,5,8,0
280,49,89,407,5,15,89,1.6910569106,139,0,2,1,0,0,0,0,0,0,0,78,0,0,0,0,0,67,30,11,25,5,5,0,6,12,139,0,2,1,0,0,0,0,0,0,0,78,0,0,0,0,0,67,30,11,25,5,5,0,6,40,214,8,18,13,3,132,0,31,0,0.0073710074,1,2001-07-14 23:29:11,5,8,0
