,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max,wd_dups,withdrawals
303,542,682,2461,9,16,0,180,1.7454025337147527,246,1378,25,374,311,25,16,1,4,5,24,13,246,1378,25,374,311,25,16,1,4,5,24,14,2043,1991,52,210,14,1502,20,690,0,0.008126777732629013,2,2015-06-11 01:20:00,1433985600,4,7,0,131
304,96,724,1749,4,14,0,47,1.6477663230240551,188,1132,0,245,48,28,5,3,4,21,35,13,188,1132,0,245,48,28,5,3,4,21,35,30,1406,1382,24,263,3,1222,8,563,0,0.0045740423098913656,2,2015-06-11 01:25:00,1433985900,4,7,0,109
305,161,192,566,7,16,0,46,1.3663716814159292,75,338,0,92,32,14,4,6,2,0,0,14,75,338,0,92,32,14,4,6,2,0,0,14,430,416,14,75,1,318,9,314,0,0.015901060070671377,2,2015-06-11 01:30:00,1433986200,7,9,0,33
306,266,90,966,4,16,0,126,1.2883817427385893,161,536,0,169,75,9,3,7,0,0,0,13,161,536,0,169,75,9,3,7,0,0,0,12,749,726,23,77,2,503,6,477,0,0.006211180124223602,1,2015-06-11 01:35:00,1433986500,4,8,0,84
307,121,124,538,4,15,0,101,1.3531598513011152,117,251,2,114,23,13,13,0,1,0,4,10,117,251,2,114,23,13,13,0,1,0,4,7,374,368,6,56,0,295,4,287,0,0.007434944237918215,2,2015-06-11 01:40:00,1433986800,4,7,0,92
308,89,321,702,5,22,0,69,1.3948497854077253,135,344,0,144,40,8,14,3,4,2,0,13,135,344,0,144,40,8,14,3,4,2,0,56,507,498,9,67,3,522,4,410,0,0.005698005698005697,1,2015-06-11 01:45:00,1433987100,5,8,0,53
309,205,141,627,7,16,0,140,1.1214057507987218,174,328,0,71,31,6,7,3,0,2,0,13,174,328,0,71,31,6,7,3,0,2,0,13,451,430,21,22,1,333,5,309,0,0.007974481658692184,1,2015-06-11 01:50:00,1433987400,5,8,0,23
310,310,180,934,6,16,0,97,1.5546038543897216,130,483,3,162,93,39,6,4,2,2,7,11,130,483,3,162,93,39,6,4,2,2,7,19,794,781,13,24,0,452,9,458,0,0.009635974304068522,2,2015-06-11 01:55:00,1433987700,5,7,0,54
311,155,166,835,3,24,0,281,1.0529482551143199,296,357,0,114,32,2,16,5,2,5,0,11,296,357,0,114,32,2,16,5,2,5,0,13,462,460,2,75,4,632,10,427,0,0.011976047904191616,2,2015-06-11 02:00:00,1433988000,3,8,0,74
312,121,179,528,4,16,0,64,1.5521821631878558,71,282,0,88,50,14,8,5,3,2,0,12,71,282,0,88,50,14,8,5,3,2,0,4,426,423,3,33,1,371,51,390,0,0.09659090909090907,2,2015-06-11 02:05:00,1433988300,4,7,0,50
313,204,250,979,6,16,0,283,1.165813715455476,296,462,3,54,129,20,7,5,1,0,0,10,296,462,3,54,129,20,7,5,1,0,0,6,669,662,7,19,2,460,6,342,0,0.006128702757916241,1,2015-06-11 02:10:00,1433988600,6,9,0,90
314,251,137,990,8,15,0,217,1.7203647416413377,225,499,1,98,59,4,20,37,0,0,3,11,225,499,1,98,59,4,20,37,0,0,3,3,731,727,4,36,3,590,20,353,0,0.020202020202020204,3,2015-06-11 02:15:00,1433988900,8,8,0,96
315,385,271,1274,5,17,0,227,1.7324940991345397,235,606,0,206,145,17,3,2,12,0,3,13,235,606,0,206,145,17,3,2,12,0,3,6,988,987,1,50,3,635,11,558,0,0.008634222919937205,1,2015-06-11 02:20:00,1433989200,5,9,0,46
316,218,316,856,6,13,0,104,1.4490035169988276,116,431,5,231,42,9,7,5,3,0,1,13,116,431,5,231,42,9,7,5,3,0,1,8,678,675,3,63,3,433,4,341,0,0.004672897196261682,1,2015-06-11 02:25:00,1433989500,6,8,0,22
317,150,159,587,2,16,0,101,1.3168654173764909,120,286,0,102,62,6,1,5,3,1,1,9,120,286,0,102,62,6,1,5,3,1,1,16,432,429,3,38,0,407,8,287,0,0.013628620102214651,2,2015-06-11 02:30:00,1433989800,2,7,0,56
318,109,160,465,4,28,0,23,1.4461206896551724,31,333,0,58,19,3,6,6,3,0,3,26,31,333,0,58,19,3,6,6,3,0,3,4,414,412,2,23,1,306,7,256,0,0.015053763440860216,2,2015-06-11 02:35:00,1433990100,4,7,0,31
319,210,204,849,5,11,0,102,1.3507728894173603,113,484,0,164,48,6,12,2,12,0,0,7,113,484,0,164,48,6,12,2,12,0,0,9,645,645,0,85,8,474,10,401,0,0.01177856301531213,2,2015-06-11 02:40:00,1433990400,4,8,0,35
320,405,239,1499,7,15,0,218,1.5100133511348464,234,826,1,246,46,69,19,7,32,11,5,13,234,826,1,246,46,69,19,7,32,11,5,7,1252,1243,9,21,1,856,6,614,0,0.0040026684456304215,1,2015-06-11 02:45:00,1433990700,7,8,0,211
321,238,286,900,5,16,0,171,1.5875139353400225,186,415,4,77,155,21,6,22,5,0,1,12,186,415,4,77,155,21,6,22,5,0,1,6,680,671,9,40,3,521,8,603,0,0.008888888888888889,1,2015-06-11 02:50:00,1433991000,4,8,0,49
322,302,145,853,4,17,0,31,2.427230046948357,102,411,1,161,54,3,21,3,13,8,5,13,102,411,1,161,54,3,21,3,13,8,5,1,793,723,70,27,1,438,16,410,0,0.018757327080890968,2,2015-06-11 02:55:00,1433991300,4,8,0,42
323,287,333,1128,4,20,0,134,1.5159857904085257,146,668,15,196,64,7,4,4,2,4,2,13,146,668,15,196,64,7,4,4,2,4,2,7,939,934,5,46,2,675,27,502,0,0.02393617021276596,2,2015-06-11 03:00:00,1433991600,4,8,0,112
324,410,313,1571,5,16,0,393,1.4611464968152863,412,640,3,334,24,22,95,4,28,1,0,16,412,640,3,334,24,22,95,4,28,1,0,16,1043,1040,3,118,1,823,8,432,0,0.005092297899427115,2,2015-06-11 03:05:00,1433991900,5,8,0,101
325,363,261,1240,4,13,0,204,1.5606796116504855,219,605,10,178,118,59,33,2,3,1,8,10,219,605,10,178,118,59,33,2,3,1,8,7,914,906,8,111,4,554,8,615,0,0.0064516129032258064,1,2015-06-11 03:10:00,1433992200,4,7,0,86
326,98,132,510,3,12,0,77,1.4793713163064832,97,223,2,97,58,23,4,5,0,0,0,10,97,223,2,97,58,23,4,5,0,0,0,18,368,367,1,46,1,302,21,264,0,0.041176470588235294,4,2015-06-11 03:15:00,1433992500,3,7,0,93
327,154,119,564,4,12,0,43,1.6672597864768683,49,304,0,112,44,15,26,5,3,0,4,9,49,304,0,112,44,15,26,5,3,0,4,5,480,480,0,34,2,316,5,313,0,0.008865248226950355,1,2015-06-11 03:20:00,1433992800,4,7,0,28
328,159,152,597,4,13,0,36,1.6006711409395973,69,284,0,117,101,8,4,10,3,0,0,7,69,284,0,117,101,8,4,10,3,0,0,3,516,487,29,41,1,371,6,314,0,0.010050251256281407,2,2015-06-11 03:25:00,1433993100,4,8,0,47
329,75,73,350,6,12,0,51,1.315186246418338,63,194,0,59,16,4,7,2,0,0,4,9,63,194,0,59,16,4,7,2,0,0,4,2,253,244,9,43,1,219,11,246,0,0.03142857142857143,1,2015-06-11 03:30:00,1433993400,6,9,0,42
330,252,133,838,7,15,0,106,1.3361445783132528,122,455,0,144,92,12,2,0,1,0,0,13,122,455,0,144,92,12,2,0,1,0,0,11,649,647,2,64,8,449,14,342,0,0.016706443914081142,2,2015-06-11 03:35:00,1433993700,4,7,0,80
331,223,193,867,6,15,0,102,1.4064665127020786,132,493,0,151,36,24,18,0,2,2,0,13,132,493,0,151,36,24,18,0,2,2,0,30,655,655,0,79,1,477,7,337,0,0.008073817762399077,1,2015-06-11 03:40:00,1433994000,6,8,0,161
332,129,66,505,10,14,0,37,1.3643564356435645,69,320,0,72,14,15,1,5,3,4,1,26,69,320,0,72,14,15,1,5,3,4,1,30,378,376,2,60,0,268,13,247,0,0.02574257425742574,1,2015-06-11 03:45:00,1433994300,4,8,0,202
333,79,62,372,6,15,0,54,1.6091644204851752,93,172,0,59,14,6,5,3,0,0,11,13,93,172,0,59,14,6,5,3,0,0,11,25,267,257,10,25,1,218,14,234,0,0.03763440860215054,1,2015-06-11 03:50:00,1433994600,5,7,0,79
334,102,196,618,4,16,0,118,1.6564019448946516,159,237,0,121,36,7,8,27,1,13,1,13,159,237,0,121,36,7,8,27,1,13,1,31,336,326,10,132,1,441,7,274,0,0.011326860841423949,2,2015-06-11 03:55:00,1433994900,4,7,0,41
335,138,160,876,14,21,0,202,1.0547945205479452,238,476,1,105,34,8,5,1,5,1,1,11,238,476,1,105,34,8,5,1,5,1,1,5,623,592,31,46,0,587,12,418,0,0.0136986301369863,3,2015-06-11 04:00:00,1433995200,4,9,0,79
336,83,226,810,3,17,0,28,1.1222222222222222,311,299,0,123,46,14,1,3,1,0,1,12,311,299,0,123,46,14,1,3,1,0,1,13,642,372,270,127,0,712,16,351,0,0.019753086419753086,2,2015-06-11 04:05:00,1433995500,3,7,0,35
337,172,187,659,6,14,0,40,1.8280060882800608,60,364,16,138,21,7,17,15,17,2,0,10,60,364,16,138,21,7,17,15,17,2,0,8,497,485,12,112,2,417,14,375,0,0.021244309559939303,2,2015-06-11 04:10:00,1433995800,6,8,0,44
338,238,232,964,4,18,0,88,1.5197095435684649,104,481,2,250,86,24,9,2,2,2,0,12,104,481,2,250,86,24,9,2,2,2,0,14,809,807,2,53,0,582,16,480,0,0.016597510373443983,2,2015-06-11 04:15:00,1433996100,4,8,0,34
339,190,158,553,5,19,0,66,1.9329710144927537,73,166,0,225,29,5,7,24,22,0,0,11,73,166,0,225,29,5,7,24,22,0,0,6,433,432,1,47,1,350,8,264,0,0.014466546112115732,1,2015-06-11 04:20:00,1433996400,4,7,0,20
340,89,64,1137,3,11,0,228,0.4304577464788733,786,263,0,66,12,0,2,1,6,0,0,7,786,263,0,66,12,0,2,1,6,0,0,13,875,330,545,20,1,1009,76,367,0,0.06684256816182937,2,2015-06-11 04:25:00,1433996700,3,7,0,40
341,145,175,5884,5,19,0,4206,0.3328799727983679,4458,1211,0,76,47,42,14,29,1,1,3,9,4458,1211,0,76,47,42,14,29,1,1,3,12,1624,1384,240,40,2,5070,331,1535,0,0.05625424881033311,2,2015-06-11 04:30:00,1433997000,5,10,0,51
342,278,106,1356,4,11,0,349,1.4236162361623617,368,604,0,144,62,71,86,7,9,4,0,8,368,604,0,144,62,71,86,7,9,4,0,9,970,960,10,27,1,1014,22,525,0,0.016224188790560472,1,2015-06-11 04:35:00,1433997300,4,7,0,144
343,116,111,750,6,13,0,254,1.161764705882353,281,321,1,63,11,25,8,27,11,0,0,10,281,321,1,63,11,25,8,27,11,0,0,3,449,425,24,42,2,534,3,360,0,0.004,1,2015-06-11 04:40:00,1433997600,6,7,0,48
344,92,86,632,5,19,0,107,1.2047619047619047,131,383,1,68,14,8,7,7,9,2,0,10,131,383,1,68,14,8,7,7,9,2,0,6,455,437,18,62,2,507,16,378,0,0.02531645569620253,2,2015-06-11 04:45:00,1433997900,5,7,0,18
345,253,228,1109,4,25,0,414,0.8203971119133574,470,510,0,67,34,6,5,0,14,2,0,8,470,510,0,67,34,6,5,0,14,2,0,5,644,595,49,45,1,656,20,626,0,0.018034265103697024,2,2015-06-11 04:50:00,1433998200,4,7,0,18
346,241,228,1416,3,12,0,93,0.7920792079207921,639,566,0,155,16,24,4,2,0,4,4,9,639,566,0,155,16,24,4,2,0,4,4,13,1257,724,533,51,2,1037,26,321,0,0.01836158192090396,2,2015-06-11 04:55:00,1433998500,3,8,0,60
347,149,146,726,4,12,0,172,1.246896551724138,216,293,0,125,56,11,6,9,8,0,1,9,216,293,0,125,56,11,6,9,8,0,1,14,469,439,30,70,1,451,17,353,0,0.02341597796143251,2,2015-06-11 05:00:00,1433998800,4,8,0,105
348,185,140,714,4,13,0,150,1.247175141242938,163,365,9,131,22,6,3,6,2,0,0,11,163,365,9,131,22,6,3,6,2,0,0,1,520,509,11,37,6,436,14,348,0,0.0196078431372549,2,2015-06-11 05:05:00,1433999100,4,7,0,40
349,148,74,651,4,16,0,105,1.386748844375963,128,387,0,36,26,30,30,3,3,5,0,14,128,387,0,36,26,30,30,3,3,5,0,1,486,464,22,57,2,396,18,343,0,0.027649769585253458,3,2015-06-11 05:10:00,1433999400,4,8,0,50
350,120,241,816,6,10,0,160,1.259213759213759,179,396,0,153,34,43,7,1,0,1,0,8,179,396,0,153,34,43,7,1,0,1,0,6,586,573,13,62,2,482,5,337,0,0.006127450980392157,1,2015-06-11 05:15:00,1433999700,6,8,0,58
351,98,94,524,4,10,0,144,1.1437007874015748,162,221,0,88,10,7,6,9,4,0,0,14,162,221,0,88,10,7,6,9,4,0,0,9,321,313,8,34,16,330,13,279,0,0.024809160305343508,2,2015-06-11 05:20:00,1434000000,4,8,0,43
352,62,47,448,4,10,0,80,1.0491071428571428,172,192,0,41,11,14,6,8,3,1,0,8,172,192,0,41,11,14,6,8,3,1,0,11,326,245,81,31,0,307,3,255,0,0.006696428571428571,1,2015-06-11 05:25:00,1434000300,4,10,0,33
353,256,144,636,5,12,0,49,1.4025356576862125,63,382,0,120,36,6,20,1,1,0,2,9,63,382,0,120,36,6,20,1,1,0,2,6,562,554,8,14,5,360,32,363,0,0.050314465408805034,2,2015-06-11 05:30:00,1434000600,4,8,0,54
354,118,288,898,7,13,0,180,1.310461192350956,212,389,0,215,24,12,21,3,8,0,4,11,212,389,0,215,24,12,21,3,8,0,4,13,645,627,18,51,9,678,34,508,0,0.0378619153674833,2,2015-06-11 05:35:00,1434000900,6,8,0,81
355,254,211,931,7,12,0,151,1.7766990291262137,175,379,0,142,32,147,27,14,7,4,0,8,175,379,0,142,32,147,27,14,7,4,0,3,734,716,18,39,4,503,5,402,0,0.005370569280343717,1,2015-06-11 05:40:00,1434001200,5,8,0,41
356,71,89,427,5,12,0,83,1.3167848699763594,93,187,0,98,27,5,6,6,1,0,0,7,93,187,0,98,27,5,6,6,1,0,0,3,311,304,7,26,4,256,8,251,0,0.01873536299765808,1,2015-06-11 05:45:00,1434001500,5,8,0,24
357,269,138,1043,10,13,0,157,1.2246865959498554,186,618,0,142,30,47,2,4,8,0,0,7,186,618,0,142,30,47,2,4,8,0,0,5,851,827,24,24,6,580,10,364,0,0.009587727708533078,2,2015-06-11 05:50:00,1434001800,5,8,0,124
358,229,226,939,6,11,0,82,1.2369263607257204,139,526,0,228,22,11,4,2,5,0,0,7,139,526,0,228,22,11,4,2,5,0,0,4,798,746,52,53,2,643,12,365,0,0.012779552715654952,2,2015-06-11 05:55:00,1434002100,6,7,0,43
359,1534,332,3392,6,30,0,263,2.1760709010339734,344,1653,37,441,331,64,91,290,124,0,0,17,344,1653,37,441,331,64,91,290,124,0,0,10,3100,3029,71,12,7,1806,40,1105,0,0.01179245283018868,2,2015-06-11 06:00:00,1434002400,6,8,0,112
360,119,427,1123,6,24,0,33,2.081468218442256,89,502,28,131,297,20,34,9,1,1,0,22,89,502,28,131,297,20,34,9,1,1,0,11,1051,1006,45,22,6,772,9,426,0,0.008014247551202136,1,2015-06-11 06:05:00,1434002700,5,7,0,108
361,185,504,1019,4,15,0,84,2.514792899408284,113,404,9,135,88,13,73,168,3,4,0,11,113,404,9,135,88,13,73,168,3,4,0,9,879,859,20,42,5,736,7,458,0,0.006869479882237488,1,2015-06-11 06:10:00,1434003000,4,8,0,59
362,123,138,628,5,14,0,73,1.4943820224719102,108,298,0,110,67,12,14,5,8,1,0,8,108,298,0,110,67,12,14,5,8,1,0,19,420,418,2,111,5,432,8,290,0,0.012738853503184714,2,2015-06-11 06:15:00,1434003300,5,8,0,41
363,264,250,1182,6,14,0,138,1.3469041560644617,181,642,0,241,58,18,19,19,0,0,1,9,181,642,0,241,58,18,19,19,0,0,1,20,929,909,20,92,3,506,12,460,0,0.01015228426395939,2,2015-06-11 06:20:00,1434003600,6,8,0,96
364,426,127,1089,10,17,0,172,2.2228360957642725,194,513,7,195,32,16,12,7,4,4,3,12,194,513,7,195,32,16,12,7,4,4,3,9,868,855,13,37,3,709,7,452,0,0.006427915518824609,2,2015-06-11 06:25:00,1434003900,5,9,0,86
365,174,342,999,5,13,0,156,2.2703517587939697,226,396,1,187,26,31,8,7,9,3,2,12,226,396,1,187,26,31,8,7,9,3,2,11,762,707,55,66,4,661,14,446,0,0.014014014014014014,2,2015-06-11 06:30:00,1434004200,5,8,0,106
366,229,179,950,6,12,0,72,1.1363636363636365,270,424,0,167,66,2,6,1,8,1,0,11,270,424,0,167,66,2,6,1,8,1,0,15,819,636,183,40,4,599,8,327,0,0.008421052631578947,2,2015-06-11 06:35:00,1434004500,6,8,0,117
367,147,226,805,4,15,0,70,1.2889165628891657,124,464,5,135,62,5,5,1,2,0,0,10,124,464,5,135,62,5,5,1,2,0,0,7,546,499,47,180,2,530,9,346,0,0.011180124223602485,2,2015-06-11 06:40:00,1434004800,4,8,0,46
368,148,131,515,4,14,0,73,1.3501945525291827,95,238,2,136,20,16,4,2,0,1,0,10,95,238,2,136,20,16,4,2,0,1,0,8,408,394,14,25,1,291,5,287,0,0.009708737864077669,1,2015-06-11 06:45:00,1434005100,3,8,0,45
369,212,235,797,6,26,0,85,1.5743073047858942,96,344,0,233,98,9,5,0,3,0,1,11,96,344,0,233,98,9,5,0,3,0,1,6,609,606,3,94,3,440,5,431,0,0.006273525721455458,1,2015-06-11 06:50:00,1434005400,6,7,0,52
370,66,51,288,5,17,0,48,1.4227941176470589,59,114,0,60,25,4,4,4,1,0,0,11,59,114,0,60,25,4,4,4,1,0,0,4,190,185,5,30,16,197,2,200,0,0.006944444444444444,1,2015-06-11 06:55:00,1434005700,5,7,0,50
371,277,164,906,4,26,0,140,1.5133037694013305,178,410,3,160,57,65,23,1,0,0,1,11,178,410,3,160,57,65,23,1,0,0,1,16,674,652,22,72,4,605,19,390,0,0.02097130242825607,2,2015-06-11 07:00:00,1434006000,4,8,0,72
372,522,197,1557,5,24,0,238,1.8286082474226804,260,885,3,148,63,60,29,11,5,4,4,13,260,885,3,148,63,60,29,11,5,4,4,8,1235,1223,12,71,5,984,80,762,0,0.05138086062941554,2,2015-06-11 07:05:00,1434006300,5,8,0,204
373,254,438,1437,4,16,0,83,1.5281837160751566,96,793,0,401,83,18,24,13,3,3,0,14,96,793,0,401,83,18,24,13,3,3,0,11,1237,1235,2,106,0,936,28,548,0,0.01948503827418233,1,2015-06-11 07:10:00,1434006600,4,8,0,67
374,253,214,1125,6,12,0,110,1.4541406945681208,130,649,0,223,66,11,8,22,2,5,6,16,130,649,0,223,66,11,8,22,2,5,6,14,934,928,6,65,2,590,8,529,0,0.007111111111111112,2,2015-06-11 07:15:00,1434006900,6,8,0,63
375,139,248,878,7,15,0,42,1.5184757505773672,70,560,2,123,16,65,6,19,4,0,1,10,70,560,2,123,16,65,6,19,4,0,1,8,657,649,8,159,12,571,22,433,0,0.025056947608200455,1,2015-06-11 07:20:00,1434007200,4,8,0,143
376,167,255,1508,5,26,0,341,1.088977423638778,363,864,0,153,86,8,15,14,3,0,0,7,363,864,0,153,86,8,15,14,3,0,0,11,1120,1109,11,34,2,813,6,447,0,0.003978779840848806,1,2015-06-11 07:25:00,1434007500,5,9,0,68
377,814,205,1496,6,24,0,133,1.2863849765258215,321,659,2,398,62,13,19,13,1,2,1,10,321,659,2,398,62,13,19,13,1,2,1,7,1302,1121,181,49,5,1306,55,563,0,0.036764705882352935,2,2015-06-11 07:30:00,1434007800,6,9,0,43
378,325,625,2459,4,15,0,51,1.3882783882783882,79,1518,0,788,31,12,10,16,0,1,0,11,79,1518,0,788,31,12,10,16,0,1,0,24,1776,1772,4,606,2,1075,47,816,0,0.01911346075640504,2,2015-06-11 07:35:00,1434008100,4,8,0,595
379,470,318,1995,4,13,0,64,1.391871550426493,274,985,1,578,60,50,38,1,4,1,0,11,274,985,1,578,60,50,38,1,4,1,0,9,1835,1634,201,85,2,1367,16,487,0,0.008020050125313283,2,2015-06-11 07:40:00,1434008400,4,8,0,61
380,151,215,806,6,13,0,199,1.1382316313823164,224,425,0,89,28,7,10,13,2,0,0,13,224,425,0,89,28,7,10,13,2,0,0,12,553,540,13,39,3,489,18,340,0,0.022332506203473945,3,2015-06-11 07:45:00,1434008700,6,8,0,61
381,228,199,853,6,16,0,94,1.4894366197183098,99,496,1,160,23,17,44,9,1,0,0,14,99,496,1,160,23,17,44,9,1,0,0,5,714,714,0,39,1,448,5,364,0,0.005861664712778429,1,2015-06-11 07:50:00,1434009000,6,8,0,35
382,120,286,660,3,19,0,50,1.4704097116843702,77,403,0,102,28,10,21,10,6,0,0,17,77,403,0,102,28,10,21,10,6,0,0,9,568,550,18,32,1,499,30,350,0,0.045454545454545456,2,2015-06-11 07:55:00,1434009300,3,8,0,50
383,623,339,2336,7,17,0,424,0.7295327903986284,974,1152,0,143,45,6,6,2,1,0,0,14,974,1152,0,143,45,6,6,2,1,0,0,2,1863,1316,547,44,3,1588,16,566,0,0.00684931506849315,2,2015-06-11 08:00:00,1434009600,4,8,0,21
384,454,212,1804,4,26,0,309,1.7415418746533555,341,837,0,193,169,79,33,146,1,1,0,16,341,837,0,193,169,79,33,146,1,1,0,6,1465,1439,26,23,1,985,21,618,0,0.01164079822616408,2,2015-06-11 08:05:00,1434009900,4,8,0,63
385,147,276,909,6,24,0,143,1.5176600441501105,158,437,8,166,80,25,21,6,1,2,0,11,158,437,8,166,80,25,21,6,1,2,0,9,670,664,6,84,3,487,16,427,0,0.0176017601760176,2,2015-06-11 08:10:00,1434010200,4,9,0,105
386,110,171,575,4,12,0,30,1.3787085514834203,107,243,1,161,49,4,2,1,4,1,0,10,107,243,1,161,49,4,2,1,4,1,0,11,497,431,66,35,2,375,12,281,0,0.020869565217391303,2,2015-06-11 08:15:00,1434010500,4,9,0,31
387,316,262,1763,7,16,0,208,1.378762067007382,229,873,2,575,36,7,20,1,4,13,0,11,229,873,2,575,36,7,20,1,4,13,0,6,1485,1471,14,62,2,702,5,671,0,0.0028360748723766306,1,2015-06-11 08:20:00,1434010800,7,8,0,119
388,120,414,1841,3,14,0,371,1.1382689167120306,958,428,3,212,38,53,9,121,8,7,0,10,958,428,3,212,38,53,9,121,8,7,0,12,1330,756,574,124,4,1619,13,726,0,0.007061379684953829,1,2015-06-11 08:25:00,1434011100,3,9,0,59
389,262,210,1007,3,16,0,55,1.5319361277445112,70,608,1,220,33,25,6,32,1,5,1,10,70,608,1,220,33,25,6,32,1,5,1,7,891,883,8,49,5,618,18,435,0,0.017874875868917582,2,2015-06-11 08:30:00,1434011400,3,9,0,98
390,160,129,572,5,15,0,71,1.2609489051094889,123,255,0,128,15,18,3,0,3,2,0,11,123,255,0,128,15,18,3,0,3,2,0,2,410,361,49,65,24,430,10,298,0,0.017482517482517484,2,2015-06-11 08:35:00,1434011700,5,8,0,58
391,291,150,866,3,24,0,62,1.2915214866434381,104,531,1,129,84,5,3,3,0,1,0,10,104,531,1,129,84,5,3,3,0,1,0,9,744,711,33,46,5,617,39,395,0,0.04503464203233257,1,2015-06-11 08:40:00,1434012000,3,8,0,37
392,389,383,1144,5,15,0,83,1.8188214599824097,134,477,0,315,53,12,137,4,1,2,0,11,134,477,0,315,53,12,137,4,1,2,0,10,969,928,41,75,7,791,12,479,0,0.01048951048951049,1,2015-06-11 08:45:00,1434012300,5,8,0,60
393,514,323,1529,5,12,0,150,1.4009156311314586,161,844,0,393,76,19,14,17,4,1,0,8,161,844,0,393,76,19,14,17,4,1,0,7,1339,1335,4,33,0,999,8,458,0,0.005232177894048398,1,2015-06-11 08:50:00,1434012600,5,9,0,98
394,362,316,1225,4,13,0,51,1.475409836065574,73,669,0,370,87,5,5,4,1,0,6,9,73,669,0,370,87,5,5,4,1,0,6,7,1060,1045,15,102,5,741,6,429,0,0.004897959183673469,1,2015-06-11 08:55:00,1434012900,4,7,0,102
395,97,193,676,6,11,0,51,1.1899109792284863,76,465,0,96,23,5,4,1,3,0,1,9,76,465,0,96,23,5,4,1,3,0,1,20,547,542,5,56,2,376,14,399,0,0.02071005917159764,2,2015-06-11 09:00:00,1434013200,6,9,0,31
396,166,163,657,6,14,0,49,1.4571865443425076,69,379,2,125,45,15,10,6,2,0,1,10,69,379,2,125,45,15,10,6,2,0,1,1,580,561,19,24,3,314,14,362,0,0.0213089802130898,1,2015-06-11 09:05:00,1434013500,6,9,0,28
397,437,157,1031,5,15,0,110,1.4593535749265425,127,509,0,275,57,25,17,8,2,0,0,13,127,509,0,275,57,25,17,8,2,0,0,7,888,878,10,16,10,658,11,471,0,0.01066925315227934,1,2015-06-11 09:10:00,1434013800,5,8,0,86
398,206,280,896,7,19,0,55,1.749440715883669,75,360,0,311,74,31,35,3,2,0,2,11,75,360,0,311,74,31,35,3,2,0,2,18,722,720,2,99,2,594,6,410,0,0.006696428571428571,2,2015-06-11 09:15:00,1434014100,6,11,0,61
399,143,391,1033,5,26,0,126,1.6143410852713178,165,435,0,311,52,21,11,5,4,13,13,22,165,435,0,311,52,21,11,5,4,13,13,12,877,850,27,17,1,739,7,527,0,0.006776379477250726,1,2015-06-11 09:20:00,1434014400,5,11,0,37
400,132,131,586,4,26,0,35,1.3623931623931624,87,317,0,137,19,13,6,0,0,1,4,23,87,317,0,137,19,13,6,0,0,1,4,11,482,443,39,57,1,354,8,326,0,0.013651877133105802,2,2015-06-11 09:25:00,1434014700,4,11,0,59
401,209,179,697,7,19,0,47,2.341463414634146,93,239,26,179,92,8,18,1,5,1,34,22,93,239,26,179,92,8,18,1,5,1,34,23,602,580,22,25,0,410,12,368,0,0.01721664275466284,2,2015-06-11 09:30:00,1434015000,7,7,0,52
402,164,223,651,4,24,0,41,1.8678955453149,48,344,1,110,83,23,21,4,11,0,0,22,48,344,1,110,83,23,21,4,11,0,0,5,575,574,1,30,0,387,13,353,0,0.01996927803379416,1,2015-06-11 09:35:00,1434015300,4,8,0,60
403,151,92,679,7,13,0,129,1.1740412979351031,182,309,0,135,37,4,2,5,1,1,0,22,182,309,0,135,37,4,2,5,1,1,0,14,511,472,39,24,1,389,8,290,0,0.0117820324005891,2,2015-06-11 09:40:00,1434015600,7,8,0,53
404,153,193,553,6,12,0,29,1.463768115942029,42,303,4,171,16,11,2,1,1,1,0,10,42,303,4,171,16,11,2,1,1,1,0,13,468,468,0,42,1,282,6,281,0,0.0108499095840868,2,2015-06-11 09:45:00,1434015900,6,8,0,30
405,234,189,1019,4,24,0,110,1.3035363457760314,139,574,0,221,72,2,1,5,0,1,0,22,139,574,0,221,72,2,1,5,0,1,0,22,851,844,7,35,1,533,98,546,0,0.09617271835132483,3,2015-06-11 09:50:00,1434016200,4,8,0,76
406,102,121,404,5,11,0,31,1.445,44,225,4,90,30,2,2,0,2,0,0,11,44,225,4,90,30,2,2,0,2,0,0,11,315,313,2,43,4,237,7,260,0,0.017326732673267328,3,2015-06-11 09:55:00,1434016500,5,8,0,51
407,375,286,1269,4,11,0,335,1.1031746031746033,353,542,0,286,62,7,4,3,0,3,0,8,353,542,0,286,62,7,4,3,0,3,0,17,867,866,1,41,9,725,10,551,0,0.007880220646178092,2,2015-06-11 10:00:00,1434016800,3,9,0,49
